lake,sed.date,B2mean,B3mean,B4mean,B2max,B3max,B4max,B2min,B3min,B4min
Lake Bonney,2019-11-08,0.41223782827683236,0.35756669208520625,0.3197514450378768,0.4964284300804138,0.44912251830101013,0.4395601749420166,0.27151885628700256,0.2260899692773819,0.20787404477596283
Lake Bonney,2019-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2019-11-11,0.4311056126353368,0.3786505200424169,0.3398780715585661,0.5238775014877319,0.4742726981639862,0.4644722044467926,0.2960696220397949,0.24961227178573608,0.2383982241153717
Lake Bonney,2019-11-15,0.428362742701418,0.3769506181688406,0.33898202569365776,0.5180232524871826,0.4727397561073303,0.464292973279953,0.2917938232421875,0.25111106038093567,0.23475401103496552
Lake Bonney,2019-11-17,0.4074237668596954,0.35155740850901973,0.3223071430367056,0.4733419120311737,0.42262324690818787,0.4144197404384613,0.3144136965274811,0.26453351974487305,0.2380003184080124
Lake Bonney,2019-11-24,0.4929462152815984,0.45698821255189576,0.43606844266767664,0.556168258190155,0.5141634941101074,0.5030782222747803,0.37775883078575134,0.3471750319004059,0.3414696455001831
Lake Bonney,2019-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2019-11-27,0.48053154883937627,0.4475651876265592,0.436715433975238,0.5630472302436829,0.5252208113670349,0.5248766541481018,0.33368298411369324,0.3091273009777069,0.30031460523605347
Lake Bonney,2019-12-03,0.48427319907693134,0.44946133790135895,0.4391717753337089,0.5513169169425964,0.5144480466842651,0.5193473100662231,0.37708908319473267,0.34704023599624634,0.33446601033210754
Lake Bonney,2019-12-10,0.8732812278216374,0.8419749027319304,0.904655440652335,0.9306333065032959,0.9080186486244202,0.9836181402206421,0.7926183342933655,0.7519116401672363,0.8003937602043152
Lake Bonney,2019-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lake Bonney,2019-12-17,0.6105517901856788,0.580908496820143,0.5985570073836622,0.6526615023612976,0.623599648475647,0.6474717259407043,0.48806804418563843,0.4588260352611542,0.4749332070350647
Lake Bonney,2019-12-24,0.584475981547252,0.5611597823356298,0.5810351821605939,0.6431483626365662,0.6175166964530945,0.6395819187164307,0.4058096408843994,0.3828809857368469,0.39736759662628174
