date,lake,sed_mean,sed_mean_bb
2022-11-19,Lake Fryxell,0.542093831392707,0.5603847071192318
2022-11-21,Lake Fryxell,0.603444854460485,0.629913866519928
2022-11-23,Lake Fryxell,0.5709280168413678,0.6123247375165609
2022-11-28,Lake Fryxell,0.4247207452813151,0.44348049432711495
2022-12-04,Lake Fryxell,0.35311206247967664,0.46657991474562316
2022-12-05,Lake Fryxell,0.28281394055511244,0.4468960858377299
2022-12-11,Lake Fryxell,0.1801032298277377,0.21129037193337777
2022-12-16,Lake Fryxell,0.2241618993814557,0.1967917839275267
2022-12-18,Lake Fryxell,0.25113306729236395,0.22610174371559816
2023-01-01,Lake Fryxell,0.4687337409146638,0.45046194850054
2023-01-03,Lake Fryxell,0.3225674626387796,0.29893688947186436
2023-01-10,Lake Fryxell,0.3213221695803161,0.3019106892266668
2023-01-15,Lake Fryxell,0.27264809999382167,0.24130176130990336
2023-01-22,Lake Fryxell,0.3492282128878724,0.3254860216065457
2023-01-24,Lake Fryxell,0.36603302891979517,0.33897130426607636
2023-11-17,Lake Fryxell,0.33956188948469723,0.34767643115798336
2023-11-19,Lake Fryxell,0.35473375539395163,0.3433403424302438
2023-11-21,Lake Fryxell,0.37279739924594374,0.35271117550538
2023-12-05,Lake Fryxell,0.17212149487081388,0.2560432015505052
2023-12-07,Lake Fryxell,0.1347730652955071,0.2431570035915305
2023-12-19,Lake Fryxell,0.08900610501440388,0.0634623157148008
2023-12-28,Lake Fryxell,0.11643200044868848,0.07557585863685376
2023-12-30,Lake Fryxell,0.09121270180171025,0.043589634864638765
2024-01-04,Lake Fryxell,0.11061256642183016,0.07675374489294232
2024-01-13,Lake Fryxell,0.0989593829251047,0.0678275014184979
2024-01-22,Lake Fryxell,0.07634632225470533,0.0205213191744693
2024-01-24,Lake Fryxell,0.06567112823323795,6.145712926381213e-6
2024-11-03,Lake Fryxell,0.13374115837900166,0.02078350146039464
2024-11-07,Lake Fryxell,0.038455841972857244,4.6897268055176014e-4
2024-11-12,Lake Fryxell,0.051972660276935874,0.00495458365666603
2024-11-14,Lake Fryxell,0.05142786606590523,0.005086227752534407
2024-11-21,Lake Fryxell,0.0334915329367306,0.0014845607617364049
2024-12-09,Lake Fryxell,0.0448219166534886,0.022084060065145773
2024-12-21,Lake Fryxell,0.01571171763107622,5.359308512279517e-4
2016-11-02,Lake Hoare,0.37676121557994585,0.3270326196251059
2016-11-04,Lake Hoare,0.37211041476668383,0.32069284776995954
2016-11-06,Lake Hoare,0.3774336972978057,0.3277698620817715
2016-11-08,Lake Hoare,0.39804714847628664,0.3516098018875696
2016-11-15,Lake Hoare,0.31981876029234585,0.252566066010386
2016-12-10,Lake Hoare,0.27462366118663695,0.22038467945460988
2016-12-13,Lake Hoare,0.49329267927786197,0.3914989892925535
2016-12-15,Lake Hoare,0.573056774052178,0.5023299009728253
2016-12-17,Lake Hoare,0.7700663344743776,0.7551497234437698
2016-12-24,Lake Hoare,0.3120713000326622,0.33756101086623685
2017-01-02,Lake Hoare,0.024034244042620296,0.026659683720143056
2017-01-11,Lake Hoare,0.008693607430802176,0.011520791818524353
2017-01-14,Lake Hoare,0.0026007077161601757,0.0018996335047426725
2017-01-18,Lake Hoare,0.003936986978634838,0.0039206239910397145
2017-01-25,Lake Hoare,0.028197810979479803,0.032044004591810345
2017-01-27,Lake Hoare,0.030352577985382018,0.0340896304880612
2017-01-30,Lake Hoare,0.03963169849912358,0.04071325997456985
2017-11-07,Lake Hoare,0.6113258961279218,0.4241501243042767
2017-11-18,Lake Hoare,0.2629139435557599,0.0753198379601654
2017-11-21,Lake Hoare,0.256922987575529,0.07162820796015455
2017-11-25,Lake Hoare,0.2843363860021855,0.08467954492215868
2017-11-27,Lake Hoare,0.25872349597608885,0.06682028395355298
2017-11-30,Lake Hoare,0.2689430930942763,0.08130807774312115
2017-12-02,Lake Hoare,0.25214451144012057,0.08794748027793318
2017-12-07,Lake Hoare,1.8951679273258621e-6,0
2017-12-16,Lake Hoare,0.01157989507839885,0.0103965649880531
2017-12-23,Lake Hoare,0.007531663915734476,0.003224692608735741
2018-01-03,Lake Hoare,0.018706542122645702,0.025872711799478622
2018-01-05,Lake Hoare,0.026697022478785096,0.02728442231824388
2018-01-10,Lake Hoare,0.07952597367297708,0.01691280511157056
2018-01-12,Lake Hoare,0.07381253527592964,0.012369495734619568
2018-01-14,Lake Hoare,0.07632587739500706,0.010026524676176539
2018-01-19,Lake Hoare,0.08498374739491665,0.01038956564489605
2018-01-26,Lake Hoare,0.1910189362996962,0.11818859490909074
2018-01-30,Lake Hoare,0.17413898856174656,0.11069890072471217
2018-11-05,Lake Hoare,0.6347863479649148,0.6389337464382774
2018-11-08,Lake Hoare,0.5720856352950014,0.40044007030196654
2018-11-12,Lake Hoare,0.39487328203623046,0.040654506381994214
2018-11-17,Lake Hoare,0.14118279471925832,0.036946662392123596
2018-11-19,Lake Hoare,0.37741228491306394,0.2648701513732286
2018-11-24,Lake Hoare,0.34807698043426727,0.22275665234354206
2018-11-26,Lake Hoare,0.3785179410057097,0.27669331397777214
2018-11-28,Lake Hoare,0.3571975395555903,0.2934779895651609
2018-11-30,Lake Hoare,0.315169915331573,0.2818618082910552
2018-12-05,Lake Hoare,0.010122057378675003,0.018263637277072177
2018-12-30,Lake Hoare,0.2069082299214731,0.14777747589282522
2019-01-01,Lake Hoare,0.2277043446187191,0.12988801822556476
2019-01-04,Lake Hoare,0.2548537883121753,0.15381377039099098
2019-01-06,Lake Hoare,0.24582105732640563,0.14859740491396278
2019-01-11,Lake Hoare,0.46352467877108877,0.3126452411700012
2019-01-15,Lake Hoare,0.2674009917444754,0.17537745001508778
2019-01-24,Lake Hoare,0.2183665124785791,0.15803641274123265
2019-11-06,Lake Hoare,0.7098507108920958,0.614687142515541
2019-11-08,Lake Hoare,0.6850834060006026,0.5907977956130093
2019-11-11,Lake Hoare,0.6595374084391245,0.5670348497709834
2019-11-15,Lake Hoare,0.31612564559389905,0.219725623894903
2019-11-17,Lake Hoare,0.3448189409913086,0.2517352112029728
2019-11-24,Lake Hoare,0.6809405970573426,0.6112626770833381
2019-11-27,Lake Hoare,0.4953904350210981,0.4679409689024875
2019-12-03,Lake Hoare,0.44256500425862105,0.4458199799957132
2019-12-17,Lake Hoare,0.10824091329920055,0.10397308401292307
2019-12-24,Lake Hoare,0.19749870184990692,0.1949387640881359
2019-12-26,Lake Hoare,0.17201587359192383,0.17455708966555453
2019-12-31,Lake Hoare,0.2937440399394836,0.33323188619057936
2020-01-02,Lake Hoare,0.28828719874980246,0.2956868376498832
2020-01-11,Lake Hoare,0.16278427262134068,0.1869534879250634
2020-01-20,Lake Hoare,0.18991115658155006,0.22452684049319505
2020-10-30,Lake Hoare,0.3931255274702136,0.3338087971945454
2020-11-15,Lake Hoare,0.46123876232926436,0.4138600436368383
2020-11-17,Lake Hoare,0.45511222725961265,0.4119370143888588
2020-11-19,Lake Hoare,0.45787903622156234,0.40924745271528573
2020-11-24,Lake Hoare,0.44978299921605647,0.40714116932306077
2020-11-26,Lake Hoare,0.43260422727683695,0.40286403076541155
2020-11-29,Lake Hoare,0.41811143726110456,0.40546733017702746
2020-12-01,Lake Hoare,0.39880472045119214,0.3688464525498842
2020-12-03,Lake Hoare,0.3406728478175838,0.3040058713658412
2020-12-08,Lake Hoare,0.2322202611919606,0.25628138731296796
2020-12-10,Lake Hoare,0.24678172865047732,0.3191501774958202
2020-12-15,Lake Hoare,0.49339166279246166,0.6050167368318802
2020-12-21,Lake Hoare,0.40261960654246914,0.5969385822912804
2020-12-24,Lake Hoare,0.48402188171700733,0.6659226677471534
2021-01-13,Lake Hoare,0.5361977866655443,0.665308137585346
2021-01-16,Lake Hoare,0.5276946063376055,0.7176418277554046
2021-01-18,Lake Hoare,0.7434965019691281,0.8590693832340097
2021-01-22,Lake Hoare,0.6429492816692446,0.8264002419055853
2021-02-01,Lake Hoare,0.6117574144572746,0.7753280396748307
2021-10-31,Lake Hoare,0.6979743738581494,0.7876958354075152
2021-11-04,Lake Hoare,0.6968047809891584,0.7844609931895608
2021-11-09,Lake Hoare,0.5628151729666605,0.57620350064191606
2021-11-11,Lake Hoare,0.6965013754658582,0.7727424013883548
2021-11-20,Lake Hoare,0.3704613940114998,0.4376679398959741
2021-12-02,Lake Hoare,0.5280262180072506,0.4498313483887149
2021-12-04,Lake Hoare,0.7893347463956694,0.6678391954952613
2021-12-06,Lake Hoare,0.5175847067338665,0.44389746534196955
2021-12-08,Lake Hoare,0.4109023356437683,0.3435431362542891
2021-12-11,Lake Hoare,0.11524506874299177,0.029940358783565706
2021-12-18,Lake Hoare,0.1845444640237199,0.1486076029941888
2021-12-20,Lake Hoare,0.1754309045258773,0.14733966602768778
2021-12-22,Lake Hoare,0.15520435041776204,0.13159903874743337
2021-12-24,Lake Hoare,0.15929305589411452,0.13866610785673156
2022-01-05,Lake Hoare,0.21599056077803053,0.19327491252942192
2022-01-07,Lake Hoare,0.19448344622670513,0.19315201884373687
2022-01-12,Lake Hoare,0.13851746546513424,0.1577138755106388
2022-01-14,Lake Hoare,0.1317184037269979,0.13976891165165076
2022-01-16,Lake Hoare,0.13278640568462236,0.14108769707661822
2022-01-19,Lake Hoare,0.3319500987413453,0.3077779048143473
2022-01-25,Lake Hoare,0.3932395685155217,0.372978087878765
2022-01-28,Lake Hoare,0.38437123239040377,0.3670149847753066
2022-11-14,Lake Hoare,5.41679038487706e-4,0
2022-11-16,Lake Hoare,0.009141123667779938,0.01581520964267346
2022-11-19,Lake Hoare,0.3831203185258115,0.31710715042917353
2022-11-21,Lake Hoare,0.6070480696457188,0.5913763185192767
2022-11-23,Lake Hoare,0.6416674074894044,0.6270538313048226
2022-11-28,Lake Hoare,0.17110048581902845,0.150118621220266
2022-12-05,Lake Hoare,0.19693058302853167,0.12913306295535618
2022-12-11,Lake Hoare,0.3381563076885735,0.3107485448507438
2022-12-16,Lake Hoare,0.1054640857814584,0.10986023191782765
2022-12-18,Lake Hoare,0.09925499069982878,0.11244574952450462
2023-01-01,Lake Hoare,0.00245451121512815,0.010047361246349345
2023-01-03,Lake Hoare,0.1746320489557778,0.1786881592264749
2023-01-10,Lake Hoare,0.21635035708183195,0.21084719257695334
2023-01-22,Lake Hoare,0.10256769774652018,0.11949262045379869
2023-01-24,Lake Hoare,0.21262964929385883,0.21170672897557566
2023-11-17,Lake Hoare,0.31297226380011656,0.254650972643517
2023-11-19,Lake Hoare,0.321099690678643,0.2528342617521609
2023-12-05,Lake Hoare,0.22441616926058308,0.15100043734773658
2023-12-19,Lake Hoare,0.038923879580403505,0.012130897452833833
2023-12-28,Lake Hoare,0.0012657564546076706,5.901306893858582e-6
2023-12-30,Lake Hoare,0.0029741902708068355,1.7578036986515488e-5
2024-01-04,Lake Hoare,0.07235003832624033,0.04856236183662904
2024-01-22,Lake Hoare,0.0014846901755379627,0
2024-11-12,Lake Hoare,0.08030944920534283,0.008323911354329224
2024-11-14,Lake Hoare,0.07804483102707509,0.011070886856394733
2024-11-21,Lake Hoare,0.04151561778763053,1.7613315347781672e-4
2024-12-21,Lake Hoare,0.004094586267039143,0
