system:index,brightest_band_means,brightest_geometry,date,dimmest_band_means,dimmest_geometry,image_id,.geo
121,"[0.23330954983069413, 0.20156071159434502, 0.1953121012278711, 0.18118143243246318, 0.14934297828005647, 0.14020522485838638, 0.20212470471701724]","[163.17518725654375, -77.61204069306538]",2021-12-06T00:00:00,"[0.5393559598985552, 0.5208985502353739, 0.5260191784864438, 0.44437669247890205, 0.024991069135082637, 0.0243094115116648, 0.5265513410194362]","[163.17537161413546, -77.5996182219057]",121,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,"[0.22930182081323455, 0.19750877080541546, 0.19265036127575838, 0.17823115267579734, 0.1486931187708339, 0.14004067518182417, 0.19692289676946395]","[163.17518725654375, -77.61204069306538]",2021-12-08T00:00:00,"[0.519709099209733, 0.5026320383203375, 0.5047262542457663, 0.4179364776206205, 0.021375875228345307, 0.020679605865075706, 0.5042383365031553]","[163.17537161413546, -77.5996182219057]",122,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,"[0.2078273282909574, 0.1713916342149832, 0.16455529535332025, 0.15158041689535082, 0.12273274672246709, 0.11629338395060905, 0.1683350621440337]","[163.17518725654375, -77.61204069306538]",2021-12-11T00:00:00,"[0.46777693098013917, 0.43577850570703514, 0.44323122513454477, 0.36700399273046386, 0.01676720163667444, 0.015883664146750815, 0.43960441984918314]","[163.17537161413546, -77.5996182219057]",123,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,"[0.19878089930835727, 0.16401302319659852, 0.15864962979880018, 0.15159321313623497, 0.15112871257610314, 0.1428928608856609, 0.16406591962245531]","[163.17518725654375, -77.61204069306538]",2021-12-18T00:00:00,"[0.5143886194016658, 0.4857066018775818, 0.5030592343697039, 0.43495387185844947, 0.014269460454879162, 0.013129083925661696, 0.48617277799341446]","[163.17537161413546, -77.5996182219057]",124,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,"[0.19524243638007113, 0.16062263216159822, 0.15655027151204554, 0.14900854432231267, 0.1498473930504441, 0.1400744224130111, 0.15923922884684405]","[163.17518725654375, -77.61204069306538]",2021-12-20T00:00:00,"[0.42580722346594835, 0.3975229490371936, 0.40768036779282274, 0.3514130330675317, 0.01709513481585317, 0.014231354244212934, 0.39267791365982757]","[163.17537161413546, -77.5996182219057]",125,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,"[0.20455632854268424, 0.1668497440544104, 0.16105357030203604, 0.15236394162982983, 0.15496382291654218, 0.14387712850919765, 0.16594779963366904]","[163.17518725654375, -77.61204069306538]",2021-12-22T00:00:00,"[0.4636919925171944, 0.43269483951787424, 0.44520430059765137, 0.3858645115238727, 0.016924690647239126, 0.014943518388620477, 0.4281410487948474]","[163.17537161413546, -77.5996182219057]",126,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,"[0.20298386820838502, 0.16935995099271645, 0.16415371394488842, 0.1560603088681578, 0.15820087998881677, 0.14823725986712946, 0.167859290255057]","[163.17518725654375, -77.61204069306538]",2021-12-24T00:00:00,"[0.4717501343367801, 0.4495957742070967, 0.4632570205806165, 0.40033314802277603, 0.020312410909988313, 0.018202171113215444, 0.4423634325517253]","[163.17537161413546, -77.5996182219057]",127,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,"[0.28936221585587907, 0.2512663294997984, 0.2495578136691977, 0.23915746984249237, 0.16633249691565996, 0.15665109914222308, 0.2523682483595472]","[163.17518725654375, -77.61204069306538]",2022-01-05T00:00:00,"[0.44761154441791284, 0.4156439887048521, 0.4227554789649241, 0.37731265744867537, 0.05850966847588844, 0.05570513713654615, 0.41187530642030656]","[163.17537161413546, -77.5996182219057]",128,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,"[0.20373704233173098, 0.16712440672899256, 0.16059857283826037, 0.15127234746544074, 0.156576922478239, 0.14756888854647165, 0.1653368261082121]","[163.17518725654375, -77.61204069306538]",2022-01-07T00:00:00,"[0.4508810213236991, 0.42058396280822635, 0.4266517561788085, 0.3559471467452858, 0.01913181614828173, 0.018034735666841523, 0.4070555474132179]","[163.17537161413546, -77.5996182219057]",129,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,"[0.20961416196873112, 0.1714490285406719, 0.16305502512829478, 0.1503647924042083, 0.14829689017036785, 0.1395552865901311, 0.16882458778664838]","[163.17518725654375, -77.61204069306538]",2022-01-12T00:00:00,"[0.5347011344963276, 0.5092320838060566, 0.5304534769055812, 0.5022798955327763, 0.03844212833659832, 0.039293144225196315, 0.5068461780197419]","[163.17537161413546, -77.5996182219057]",130,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,"[0.20460173183652555, 0.1659046888466352, 0.1588987588755439, 0.14861643448928638, 0.15277747738621822, 0.14339057230422422, 0.1641705798962067]","[163.17518725654375, -77.61204069306538]",2022-01-14T00:00:00,"[0.48989281702441106, 0.45682562579094477, 0.4690436155125463, 0.4189466995614161, 0.02629113373913625, 0.026036688535937408, 0.45183549766709336]","[163.17537161413546, -77.5996182219057]",131,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,"[0.2010540124758455, 0.16278501129747922, 0.15702060107420185, 0.1479840564774554, 0.15341168262030694, 0.1445643358960216, 0.1609342923258232]","[163.17518725654375, -77.61204069306538]",2022-01-16T00:00:00,"[0.4551906819968085, 0.42053305188205375, 0.4301721418168076, 0.37011950760908646, 0.021598993997969797, 0.02091100576437713, 0.41554373488636576]","[163.17537161413546, -77.5996182219057]",132,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,"[0.2607903741015347, 0.22030705847675172, 0.21658378967911102, 0.2060819024080627, 0.14494388006959694, 0.13466156376341168, 0.21963824643230254]","[163.17518725654375, -77.61204069306538]",2022-01-19T00:00:00,"[0.40594041257700036, 0.3719475548655251, 0.3763055803385, 0.3225394741307801, 0.05202794346285628, 0.04751676939964962, 0.3643272296173106]","[163.17537161413546, -77.5996182219057]",133,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,"[0.25494716623949837, 0.22263614522086694, 0.2242806827621628, 0.21558477879800303, 0.17294957477636927, 0.15085744548636615, 0.2255566659716302]","[163.17518725654375, -77.61204069306538]",2022-01-21T00:00:00,"[0.3596598525323882, 0.3208497239120844, 0.3135052569646961, 0.24766003192034888, 0.04155149538620916, 0.03726680204549131, 0.3089439086568218]","[163.17537161413546, -77.5996182219057]",134,"{""type"":""MultiPoint"",""coordinates"":[]}"
135,"[0.2016837748495464, 0.16363806226458658, 0.15627567255673577, 0.1473218254542904, 0.15211847764906392, 0.1420906306901707, 0.1610013126232284]","[163.17518725654375, -77.61204069306538]",2022-01-25T00:00:00,"[0.3773361329661536, 0.34377768381138385, 0.34285943174082706, 0.2624850373507013, 0.01699013434263405, 0.01410350530348483, 0.33260637478956173]","[163.17537161413546, -77.5996182219057]",135,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,"[0.2012235205841025, 0.16210732938092917, 0.15362712031170225, 0.1425666942913268, 0.14421673225613005, 0.1339984719393855, 0.1591224196975982]","[163.17518725654375, -77.61204069306538]",2022-01-28T00:00:00,"[0.3873419431297129, 0.35755725173231456, 0.3614560045373898, 0.28759288017664886, 0.016474202385831804, 0.013669066310067828, 0.3523233058104102]","[163.17537161413546, -77.5996182219057]",136,"{""type"":""MultiPoint"",""coordinates"":[]}"
137,"[0.21384195638978654, 0.1769216727365348, 0.1698167671481044, 0.15825327915557616, 0.15586462737274845, 0.1468134797242153, 0.1738737005759809]","[163.17518725654375, -77.61204069306538]",2022-11-07T00:00:00,"[0.3775739971709148, 0.33480889200117203, 0.29602028883761555, 0.1700072680508057, 0.037595890956469535, 0.03553771850384376, 0.3168455733152573]","[163.17537161413546, -77.5996182219057]",137,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,"[0.21652148765300955, 0.18263356668845257, 0.17423266832039702, 0.1606214814165776, 0.15759236425683493, 0.14939468207676546, 0.17956910200171594]","[163.17518725654375, -77.61204069306538]",2022-11-14T00:00:00,"[0.4163348875664495, 0.38105483212492597, 0.35077644181762163, 0.24407374452021577, 0.04848312505501184, 0.04769675637279545, 0.36584060999011914]","[163.17537161413546, -77.5996182219057]",138,"{""type"":""MultiPoint"",""coordinates"":[]}"
139,"[0.3093516869711261, 0.27614749992344534, 0.2712637837072803, 0.25403926881241995, 0.15544079054835716, 0.14874327233572623, 0.2719136976239355]","[163.17518725654375, -77.61204069306538]",2022-11-16T00:00:00,"[0.3906904592315745, 0.35022989238212976, 0.3243583563304206, 0.24494740524595474, 0.08227729469408866, 0.08032222481116144, 0.3381550008924771]","[163.17537161413546, -77.5996182219057]",139,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,"[0.20831692753621625, 0.17571616813067706, 0.1667214977181201, 0.15499797063445414, 0.15740212160663783, 0.14908308462180392, 0.1723580083718506]","[163.17518725654375, -77.61204069306538]",2022-11-18T00:00:00,"[0.36571450671926714, 0.3277125563237178, 0.2893715404010803, 0.16749006336616926, 0.035493535736990885, 0.03394208692918295, 0.3108626517095514]","[163.17537161413546, -77.5996182219057]",140,"{""type"":""MultiPoint"",""coordinates"":[]}"
141,"[0.20251660011464287, 0.17162017937116347, 0.1631274273848248, 0.15026886597087236, 0.15234606294285855, 0.14440575783234005, 0.16898995381258644]","[163.17518725654375, -77.61204069306538]",2022-11-19T00:00:00,"[0.3754686756308326, 0.34023783327711493, 0.2946517700112337, 0.16254941759353292, 0.027142414791901763, 0.02557258994177787, 0.32332492361567433]","[163.17537161413546, -77.5996182219057]",141,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,"[0.19645048336010051, 0.1675817532197617, 0.16006721754862094, 0.1480410597542581, 0.15215465515652385, 0.1433431455797588, 0.16487765107169033]","[163.17518725654375, -77.61204069306538]",2022-11-21T00:00:00,"[0.3334658820599641, 0.2982855599181538, 0.25756939563543585, 0.13578032348026864, 0.021289677233884165, 0.019364802213382545, 0.28145368688694966]","[163.17537161413546, -77.5996182219057]",142,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,"[0.26627547332053975, 0.23368280503586628, 0.22997618038067427, 0.21558364114076392, 0.1634779083902568, 0.1532031866161553, 0.23249514930256163]","[163.17518725654375, -77.61204069306538]",2022-11-23T00:00:00,"[0.388052236684697, 0.3497795748308731, 0.32363343856582916, 0.2178160649974172, 0.06578236654109869, 0.0627525626571567, 0.33710866364528413]","[163.17537161413546, -77.5996182219057]",143,"{""type"":""MultiPoint"",""coordinates"":[]}"
144,"[0.21718213112946336, 0.18239260634199123, 0.18039937315657784, 0.1716735201636984, 0.1615816921425117, 0.15208926515884683, 0.18130288306410255]","[163.17518725654375, -77.61204069306538]",2022-11-28T00:00:00,"[0.40419978316341987, 0.362509050523741, 0.34577801900130334, 0.22923078212747858, 0.022365495574886294, 0.020978159881470313, 0.35373690336968844]","[163.17537161413546, -77.5996182219057]",144,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,"[0.20326359959716506, 0.1662969133469343, 0.1628657899731947, 0.1551297598304296, 0.15985509680853327, 0.15107246969095034, 0.16480974480182156]","[163.17518725654375, -77.61204069306538]",2022-12-04T00:00:00,"[0.44095488084618223, 0.4007431928124526, 0.399126129767418, 0.2793837305029762, 0.010323066804332775, 0.008926385914240253, 0.4009677193111023]","[163.17537161413546, -77.5996182219057]",145,"{""type"":""MultiPoint"",""coordinates"":[]}"
146,"[0.18930818666880708, 0.1517591989972566, 0.14549456299689897, 0.13547230169337326, 0.13473119038005146, 0.12739856682074194, 0.1505168103927012]","[163.17518725654375, -77.61204069306538]",2022-12-05T00:00:00,"[0.442361327220311, 0.40154771517760113, 0.401456343987513, 0.295679126780272, 0.010336101122409897, 0.008910703205370568, 0.39502486258767333]","[163.17537161413546, -77.5996182219057]",146,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,"[0.28007596215295066, 0.24399383015729545, 0.24582754639600093, 0.23612710828307928, 0.17432018653236703, 0.16160465484602332, 0.24633714344813884]","[163.17518725654375, -77.61204069306538]",2022-12-11T00:00:00,"[0.4850770330281687, 0.4536961754180557, 0.4617098184902356, 0.37408030204463333, 0.05145208927096808, 0.048971972787992736, 0.4521205742816958]","[163.17537161413546, -77.5996182219057]",147,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,"[0.20584120321042365, 0.17032111557642168, 0.1675733744620325, 0.16018952994173888, 0.16152078349846083, 0.15099269212167205, 0.17002347960734507]","[163.17518725654375, -77.61204069306538]",2022-12-16T00:00:00,"[0.4765412205478226, 0.44014981012514787, 0.4509011945743173, 0.3801666744036752, 0.016891852859162265, 0.014461845259137667, 0.44595259004175297]","[163.17537161413546, -77.5996182219057]",148,"{""type"":""MultiPoint"",""coordinates"":[]}"
149,"[0.20518392619285591, 0.16931648502723695, 0.165598124665844, 0.15787993256877847, 0.1612029794462719, 0.14959208766565602, 0.1681174998925921]","[163.17518725654375, -77.61204069306538]",2022-12-18T00:00:00,"[0.47472200660631136, 0.44258759031585077, 0.44872298742273303, 0.37544148172947867, 0.01608760642442387, 0.01430439940471831, 0.44425056276430314]","[163.17537161413546, -77.5996182219057]",149,"{""type"":""MultiPoint"",""coordinates"":[]}"
150,"[0.2543784478470266, 0.20645761773013407, 0.19766325229161613, 0.18306287183681277, 0.11590956165798945, 0.10954859273698826, 0.2072996824701575]","[163.17518725654375, -77.61204069306538]",2023-01-01T00:00:00,"[0.3717858749610751, 0.3203403014249475, 0.309418863232865, 0.2531364966730324, 0.06125153935542138, 0.05744694990277266, 0.31906170884416474]","[163.17537161413546, -77.5996182219057]",150,"{""type"":""MultiPoint"",""coordinates"":[]}"
151,"[0.20286842853562684, 0.1693349562447762, 0.164233627259582, 0.15498575088596062, 0.15872450432257756, 0.14891074164096132, 0.1675975652750392]","[163.17518725654375, -77.61204069306538]",2023-01-03T00:00:00,"[0.4645487166572186, 0.4326984881448645, 0.4313556402106195, 0.3365199956754746, 0.01446468263753017, 0.01309801888566004, 0.43049287678228754]","[163.17537161413546, -77.5996182219057]",151,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,"[0.2038954309038079, 0.16942050003625614, 0.16515925065159734, 0.15603132944206075, 0.1590993593125045, 0.147778407156544, 0.16854707679990932]","[163.17518725654375, -77.61204069306538]",2023-01-10T00:00:00,"[0.45536403995165586, 0.421437107828467, 0.4208283352615073, 0.33013143876131923, 0.012140147725625959, 0.010267895354682506, 0.4260904186863759]","[163.17537161413546, -77.5996182219057]",152,"{""type"":""MultiPoint"",""coordinates"":[]}"
153,"[0.19968398498688888, 0.16679673067011253, 0.16322702267496061, 0.15572285626456822, 0.15813488849245763, 0.14859433155445098, 0.16533734996118984]","[163.17518725654375, -77.61204069306538]",2023-01-15T00:00:00,"[0.4707935799312675, 0.4378204753383432, 0.4413030110281968, 0.3541484555073117, 0.0173617802417746, 0.01591253465563904, 0.43801592749789325]","[163.17537161413546, -77.5996182219057]",153,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,"[0.20870524406158938, 0.16921032308374984, 0.16348393561310576, 0.15341820865053046, 0.15384919013164525, 0.14376864621057514, 0.16854718203740726]","[163.17518725654375, -77.61204069306538]",2023-01-22T00:00:00,"[0.4344779780471448, 0.391710488794301, 0.3894571071480198, 0.30268375675111725, 0.02159229594363158, 0.019277035295268613, 0.39654696594983374]","[163.17537161413546, -77.5996182219057]",154,"{""type"":""MultiPoint"",""coordinates"":[]}"
155,"[0.20350566541161558, 0.16626557859388705, 0.16102055378214383, 0.1514633343229514, 0.1520982383729148, 0.14361162948024167, 0.16471857096900852]","[163.17518725654375, -77.61204069306538]",2023-01-24T00:00:00,"[0.41358192160027907, 0.37441862899019507, 0.3724040204701767, 0.28376101957012784, 0.019239677130495413, 0.017312627920359775, 0.3732372260796009]","[163.17537161413546, -77.5996182219057]",155,"{""type"":""MultiPoint"",""coordinates"":[]}"
156,"[0.2297191999725146, 0.19779215482633922, 0.1931362481320218, 0.181902380857869, 0.1523854652826537, 0.14565560308813055, 0.8865269980031921]","[163.17518725654375, -77.61204069306538]",2023-11-17T00:00:00,"[0.5077320024311748, 0.4677656891619658, 0.43496650049440133, 0.31822404796876136, 0.027661459300858077, 0.0267867111355473, 0.8962968022958162]","[163.17537161413546, -77.5996182219057]",156,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,"[0.22373752618528686, 0.191089927847779, 0.18703272553271794, 0.1766084454878575, 0.15040711781194865, 0.14238217124365293, 0.8808508472377146]","[163.17518725654375, -77.61204069306538]",2023-11-19T00:00:00,"[0.4914448994408989, 0.4507240107088312, 0.4156124448322797, 0.29736979138419456, 0.026726265526433608, 0.025327083149619192, 0.8851105670302025]","[163.17537161413546, -77.5996182219057]",157,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,"[0.2238809737592768, 0.19188588918533545, 0.18548754889192692, 0.17404104634662815, 0.1527157234714551, 0.14423089379839468, 1.0613000444926262]","[163.17518725654375, -77.61204069306538]",2023-11-21T00:00:00,"[0.47718157187385124, 0.43688615515871415, 0.40146129894325855, 0.28487307646332394, 0.024830353785899952, 0.02339166825463931, 1.0959220959941935]","[163.17537161413546, -77.5996182219057]",158,"{""type"":""MultiPoint"",""coordinates"":[]}"
159,"[0.20128784038044317, 0.172453332798476, 0.1659210732574997, 0.15507897294653067, 0.1583812590662007, 0.14872493498873535, 0.8911574674759021]","[163.17518725654375, -77.61204069306538]",2023-12-05T00:00:00,"[0.5295575104986571, 0.5100988840124155, 0.5004717266549131, 0.3555041351404376, 0.012221894631185316, 0.010696694582389135, 0.895193508988852]","[163.17537161413546, -77.5996182219057]",159,"{""type"":""MultiPoint"",""coordinates"":[]}"
160,"[0.2021310924919227, 0.17213668190545112, 0.16574139958675305, 0.15507530573477546, 0.1609939919174955, 0.1509495226865788, 0.8785634410564367]","[163.17518725654375, -77.61204069306538]",2023-12-07T00:00:00,"[0.546932444138492, 0.5285509599841017, 0.5269476323101652, 0.3925671705836564, 0.011418856357976027, 0.010166979493767993, 0.8788326570499781]","[163.17537161413546, -77.5996182219057]",160,"{""type"":""MultiPoint"",""coordinates"":[]}"
161,"[0.202212293404837, 0.16692907608169053, 0.16464912440210253, 0.15892411618547864, 0.16188719144920963, 0.15170964595026917, 0.9499330972291403]","[163.17518725654375, -77.61204069306538]",2023-12-19T00:00:00,"[0.5742960669657531, 0.5403111938221795, 0.5573210754585252, 0.46606566913667047, 0.01104814701729164, 0.00997059792355705, 0.9163893603080915]","[163.17537161413546, -77.5996182219057]",161,"{""type"":""MultiPoint"",""coordinates"":[]}"
162,"[0.2015973096879112, 0.16845650854815014, 0.1639123180990636, 0.15607853370901292, 0.16116308977762284, 0.1505520120469738, 0.926847723040329]","[163.17518725654375, -77.61204069306538]",2023-12-28T00:00:00,"[0.5856539698261141, 0.5572488667811746, 0.5718133380329131, 0.49055019020832874, 0.020228186627799214, 0.019933776438923863, 0.9229112823068606]","[163.17537161413546, -77.5996182219057]",162,"{""type"":""MultiPoint"",""coordinates"":[]}"
163,"[0.202445389713122, 0.167552073809022, 0.1636595788034995, 0.1561548024403873, 0.16075811792007036, 0.15001149409651746, 1.056375633845316]","[163.17518725654375, -77.61204069306538]",2023-12-30T00:00:00,"[0.5455932544418366, 0.514002814223481, 0.5241448001723523, 0.435179147345578, 0.013209415847871898, 0.012178877191315425, 1.105200868991169]","[163.17537161413546, -77.5996182219057]",163,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,"[0.2060138527925109, 0.16872343722271477, 0.1646842400695284, 0.15721955722653874, 0.15693571595980968, 0.14718377563921214, 0.7264440622605818]","[163.17518725654375, -77.61204069306538]",2024-01-04T00:00:00,"[0.6112759949089619, 0.5780889671256868, 0.6062340781895041, 0.5683922245731047, 0.03767794612401217, 0.03872593305489034, 0.7153632280053532]","[163.17537161413546, -77.5996182219057]",164,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,"[0.213872082691219, 0.1759412209800396, 0.17075145773089148, 0.16188705007616894, 0.16125110288696243, 0.14937698600587834, 0.8539449704811856]","[163.17518725654375, -77.61204069306538]",2024-01-13T00:00:00,"[0.5926151227189126, 0.5642752322576536, 0.5874074904042864, 0.539377858011185, 0.03971763073156695, 0.04043699885750553, 0.8422576674423735]","[163.17537161413546, -77.5996182219057]",165,"{""type"":""MultiPoint"",""coordinates"":[]}"
166,"[0.20954445142558237, 0.16924672255934242, 0.16214133077857054, 0.15315901755435876, 0.15378590072091583, 0.1429707241083146, 0.8558232963290804]","[163.17518725654375, -77.61204069306538]",2024-01-22T00:00:00,"[0.6251623529122088, 0.5919032993006402, 0.6244519682971458, 0.6126537572998476, 0.04194862492149459, 0.04377095916852557, 0.866861939220829]","[163.17537161413546, -77.5996182219057]",166,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,"[0.2603628473623609, 0.19999495183333704, 0.1843801452466746, 0.16719500228701134, 0.07618522624135105, 0.0721499312620907, 0.7198540961388393]","[163.17518725654375, -77.61204069306538]",2024-01-24T00:00:00,"[0.44470731806621355, 0.36253674664486735, 0.3506673492496783, 0.32750180902879594, 0.06994030226955027, 0.06833228065735036, 0.7685202620221298]","[163.17537161413546, -77.5996182219057]",167,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,"[0.32379016704942504, 0.2822736896161724, 0.27490130668643487, 0.25514939977941586, 0.13487445017703287, 0.12788113797359307, 0.5473587958664173]","[163.17518725654375, -77.61204069306538]",2024-11-03T00:00:00,"[0.46022659931607457, 0.40450546288802774, 0.376375980817678, 0.2950010354470887, 0.05583875189262799, 0.05384829544040869, 0.49804437244657673]","[163.17537161413546, -77.5996182219057]",168,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,"[0.2608709531149957, 0.21465430421467313, 0.21640029635882888, 0.20889874508660222, 0.1400699052589999, 0.13335799128835227, 0.7446996847234768]","[163.17518725654375, -77.61204069306538]",2024-11-07T00:00:00,"[0.5560245923710532, 0.4934720684790013, 0.47617275101269807, 0.3751925968953093, 0.030882047845303514, 0.03025330213931684, 0.7224865336851787]","[163.17537161413546, -77.5996182219057]",169,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,"[0.2643281452915692, 0.2282791517698609, 0.22417968391630244, 0.2121061729633267, 0.14346900459489584, 0.13627559759152688, 0.9157931117125083]","[163.17518725654375, -77.61204069306538]",2024-11-12T00:00:00,"[0.5665079402920362, 0.5205576246907988, 0.4879257644493752, 0.36898029848060343, 0.03269020211057025, 0.03158063455722971, 0.9088052651035033]","[163.17537161413546, -77.5996182219057]",170,"{""type"":""MultiPoint"",""coordinates"":[]}"
171,"[0.2588873638476068, 0.2202922444847805, 0.2189972473281102, 0.20912125876721088, 0.14424235787667772, 0.13710343571123873, 0.8476455739505202]","[163.17518725654375, -77.61204069306538]",2024-11-14T00:00:00,"[0.5514848278218141, 0.4991665380636217, 0.47043126005231095, 0.3564841026297679, 0.034494543052179354, 0.03318377731987233, 0.8512517180839717]","[163.17537161413546, -77.5996182219057]",171,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,"[0.24978968953881472, 0.21959975016284014, 0.21482791966779263, 0.2017437585077709, 0.14748099019058838, 0.14067223019253328, 0.8574292715682975]","[163.17518725654375, -77.61204069306538]",2024-11-21T00:00:00,"[0.5691073211123271, 0.5284731604506715, 0.4943701441155423, 0.37042494191204284, 0.034872735235818686, 0.03464679022887619, 0.838055000877986]","[163.17537161413546, -77.5996182219057]",172,"{""type"":""MultiPoint"",""coordinates"":[]}"
173,"[0.21117592507460858, 0.17355869172378713, 0.17007175736169097, 0.16190617600232735, 0.15946647439557457, 0.14808526752500373, 0.868483384048423]","[163.17518725654375, -77.61204069306538]",2024-12-09T00:00:00,"[0.5505373212672771, 0.5110883507770618, 0.5138502329050323, 0.4023453967831889, 0.012684124196033184, 0.01095905983210834, 0.8653278436002583]","[163.17537161413546, -77.5996182219057]",173,"{""type"":""MultiPoint"",""coordinates"":[]}"
174,"[0.2046277849499479, 0.16774504237582058, 0.1645242436346404, 0.15768295182778885, 0.1605914029978386, 0.14913068231600174, 0.8553189222644759]","[163.17518725654375, -77.61204069306538]",2024-12-21T00:00:00,"[0.5796502147217988, 0.54464091393893, 0.5573520707678178, 0.4693779573211975, 0.010302578181186427, 0.009509746419437899, 0.8952994898729778]","[163.17537161413546, -77.5996182219057]",174,"{""type"":""MultiPoint"",""coordinates"":[]}"
