system:index,brightest_band_means,brightest_geometry,date,dimmest_band_means,dimmest_geometry,image_id,.geo
120,"[0.205882519449076, 0.17105885579607383, 0.16625940065427702, 0.1556771624523492, 0.15314294270440748, 0.14212344998146256, 0.16676498429395822]","[163.17518725654375, -77.61204069306538]",2023-01-10T00:00:00,"[0.4621221062120945, 0.4262016004172855, 0.4238813009084057, 0.3320490257042144, 0.012372195158848687, 0.010419718660661806, 0.43531088853884004]","[163.17537161413546, -77.5996182219057]",120,"{""type"":""MultiPoint"",""coordinates"":[]}"
121,"[0.21047941920622346, 0.17031195907768074, 0.163715941798491, 0.15202650062086548, 0.14796981895776112, 0.13827812382233848, 0.16658872641246986]","[163.17518725654375, -77.61204069306538]",2023-01-22T00:00:00,"[0.44256088933657745, 0.40079587931092103, 0.3961030586461026, 0.30789699875481763, 0.02091757827543581, 0.01875120015082289, 0.4077995931607843]","[163.17537161413546, -77.5996182219057]",121,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,"[0.20379556884894126, 0.1663449951176691, 0.16016191996596602, 0.14903441693231886, 0.14655702427142928, 0.13795547742678455, 0.16264777171644748]","[163.17518725654375, -77.61204069306538]",2023-01-24T00:00:00,"[0.4201241029232701, 0.38044292905440147, 0.3782680690180099, 0.28827692572469615, 0.018642575601258943, 0.016701676558312308, 0.38347206175268156]","[163.17537161413546, -77.5996182219057]",122,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,"[0.23654556269397278, 0.20269509673675806, 0.19622665279259258, 0.18166372841213715, 0.1464805910785124, 0.13933755775865614, 0.8620917578769388]","[163.17518725654375, -77.61204069306538]",2023-11-17T00:00:00,"[0.5114781693064588, 0.46711550038122496, 0.4270518457465103, 0.2997074239143061, 0.02633665232821608, 0.025586286499737605, 0.8546854180346554]","[163.17537161413546, -77.5996182219057]",123,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,"[0.23063519530178142, 0.19767267968528351, 0.19115073589653037, 0.17646862736235133, 0.14455673985939566, 0.13645141065984295, 0.8801540800665599]","[163.17518725654375, -77.61204069306538]",2023-11-19T00:00:00,"[0.49653838661327665, 0.4513660920199369, 0.40983706098715894, 0.2828530506427922, 0.02527761997466434, 0.02395291832314534, 0.885604163343715]","[163.17537161413546, -77.5996182219057]",124,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,"[0.2080329574590143, 0.17911534940273352, 0.1720148972103341, 0.15727711469494918, 0.1519288503199751, 0.1424366395434963, 0.890171132630379]","[163.17518725654375, -77.61204069306538]",2023-12-05T00:00:00,"[0.534530661882997, 0.5136001059771536, 0.49965912514215727, 0.3473491128686998, 0.012041116367024117, 0.010615492743317495, 0.8960366717525752]","[163.17537161413546, -77.5996182219057]",125,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,"[0.20862968164331033, 0.1737235511013458, 0.17071560727563445, 0.16211270225366275, 0.15559033812110065, 0.14517758690508561, 0.9288118446231955]","[163.17518725654375, -77.61204069306538]",2023-12-19T00:00:00,"[0.5789796507520232, 0.5434792663752936, 0.5589340997309381, 0.46460629037221457, 0.011231267809561123, 0.010200793381458975, 0.870321298984177]","[163.17537161413546, -77.5996182219057]",126,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,"[0.2081625396691778, 0.17479102066800767, 0.16955565718190557, 0.15913544444424804, 0.15415755765321146, 0.1443376610586415, 0.9274901375924798]","[163.17518725654375, -77.61204069306538]",2023-12-28T00:00:00,"[0.588581032938761, 0.558960994818987, 0.5719493196085371, 0.48800766580166416, 0.020356663041166546, 0.020057363458367852, 0.9225265289562514]","[163.17537161413546, -77.5996182219057]",127,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,"[0.20495739304621977, 0.1703395640250383, 0.16534200850861316, 0.15595258183663774, 0.1551160139083248, 0.1447186700300524, 1.0562892575988831]","[163.17518725654375, -77.61204069306538]",2023-12-30T00:00:00,"[0.5491263581486292, 0.5159758169674404, 0.524873501957189, 0.4331293538384405, 0.013478658614961418, 0.012481308584370788, 1.1050190388111336]","[163.17537161413546, -77.5996182219057]",128,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,"[0.21565298444988185, 0.17730950391000164, 0.17357080896419536, 0.16492381828102248, 0.14979504731340665, 0.14066663975397806, 0.7272658170113452]","[163.17518725654375, -77.61204069306538]",2024-01-04T00:00:00,"[0.6125660863968891, 0.5786430193826325, 0.6061003587175892, 0.5663567118166773, 0.037773291469330554, 0.03887274079571491, 0.7159767464254543]","[163.17537161413546, -77.5996182219057]",129,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,"[0.21599534701214537, 0.17458952336524272, 0.16708310445911198, 0.15780055701103754, 0.14715212415916684, 0.1371460884023832, 0.8565363658575698]","[163.17518725654375, -77.61204069306538]",2024-01-22T00:00:00,"[0.6258073832810711, 0.5920201937937146, 0.6241065348639034, 0.6112477056812288, 0.0421603362292228, 0.04412029112949356, 0.8666273833604569]","[163.17537161413546, -77.5996182219057]",130,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,"[0.2742096963651401, 0.23596717987002283, 0.23139303091481322, 0.21695486364577263, 0.13797133452488197, 0.1310432925631102, 0.9139523221892659]","[163.17518725654375, -77.61204069306538]",2024-11-12T00:00:00,"[0.574887746822184, 0.5295370704635938, 0.49807719248859667, 0.3755823816872539, 0.03174622187694689, 0.030888873322858477, 0.9102266183423732]","[163.17537161413546, -77.5996182219057]",131,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,"[0.26656138070383895, 0.2264048860552514, 0.22302928620952578, 0.21148331438342668, 0.13955284939549673, 0.13258756234111765, 0.8478323426966046]","[163.17518725654375, -77.61204069306538]",2024-11-14T00:00:00,"[0.559449427580183, 0.5079233208665331, 0.4809051248938202, 0.364075346596814, 0.033502301057267446, 0.03258786608776428, 0.850054843803673]","[163.17537161413546, -77.5996182219057]",132,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,"[0.26451939206400044, 0.23226746086718877, 0.22781197639156958, 0.21210171082919463, 0.14105757718763764, 0.1346254576000166, 0.857744557889334]","[163.17518725654375, -77.61204069306538]",2024-11-21T00:00:00,"[0.5728784344515234, 0.5324375210321209, 0.49781132449448556, 0.3706781121268114, 0.03368432171034688, 0.03356898891213937, 0.837586880398812]","[163.17537161413546, -77.5996182219057]",133,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,"[0.21257199507421576, 0.1763444923416059, 0.1725667174062878, 0.16353463249950528, 0.15453872996293033, 0.1437305836086226, 0.833305131281078]","[163.17518725654375, -77.61204069306538]",2024-12-21T00:00:00,"[0.5788970721688222, 0.5442708438266878, 0.5560910865788607, 0.4673304917062883, 0.0104432142601878, 0.009638919108743177, 0.915247330978408]","[163.17537161413546, -77.5996182219057]",134,"{""type"":""MultiPoint"",""coordinates"":[]}"
